============================================================================================================================================================================================================================================================================================ 
Input  ECAL_01   ECAL_02   ECAL_03   ECAL_04   ECAL_05   ECAL_06   ECAL_07   ECAL_08   ECAL_09   ECAL_10   ECAL_11   ECAL_12   ECAL_13   ECAL_14   ECAL_15   ECAL_16   ECAL_17   ECAL_18   ECAL_19   ECAL_20   ECAL_21   ECAL_22   ECAL_23   ECAL_24   ECAL_25   ECAL_26   ECAL_27   ECAL_28 
0x171   0x6474    0x6474    0x6474    0x6474    0x6475    0x6475    0x6475    0x6476    0x6476    0x6477    0x6477    0x6477    0x6479    0x647c    0x647b    0x647b    0x7480    0x748e    0x7480    0x7488    0x748a    0x748a    0x7487    0x7487    0x7486    0x7483    0x6471    0x6471    
0x172   0x6475    0x6475    0x6475    0x6476    0x6476    0x6476    0x6476    0x6477    0x6477    0x6478    0x6478    0x6479    0x647a    0x647d    0x647c    0x647c    0x7481    0x748f    0x7482    0x7489    0x748b    0x748b    0x7488    0x7488    0x7487    0x7485    0x6472    0x6472    
0x173   0x6476    0x6476    0x6476    0x6477    0x6477    0x6478    0x6477    0x6478    0x6478    0x6479    0x6479    0x647a    0x647b    0x647e    0x647d    0x647d    0x7482    0x7490    0x7483    0x748a    0x748c    0x748d    0x7489    0x7489    0x7488    0x7486    0x6473    0x6473    
0x174   0x6478    0x6477    0x6477    0x6478    0x6478    0x6479    0x6478    0x6479    0x6479    0x647a    0x647a    0x647b    0x647c    0x647f    0x647e    0x647f    0x7483    0x7492    0x7484    0x748b    0x748d    0x748e    0x748b    0x748a    0x748a    0x7487    0x6474    0x6474    
0x175   0x6479    0x6478    0x6478    0x6479    0x6479    0x647a    0x6479    0x647a    0x647b    0x647b    0x647b    0x647c    0x647e    0x7480    0x647f    0x7480    0x7484    0x7493    0x7485    0x748d    0x748e    0x748f    0x748c    0x748c    0x748b    0x7488    0x6475    0x6475    
0x176   0x647a    0x6479    0x6479    0x647a    0x647a    0x647b    0x647a    0x647b    0x647c    0x647c    0x647c    0x647d    0x647f    0x7481    0x7480    0x7481    0x7485    0x7494    0x7486    0x748e    0x7490    0x7490    0x748d    0x748d    0x748c    0x7489    0x6476    0x6476    
0x177   0x647b    0x647a    0x647a    0x647b    0x647b    0x647c    0x647c    0x647c    0x647d    0x647d    0x647d    0x647e    0x7480    0x7482    0x7482    0x7482    0x7487    0x7496    0x7487    0x748f    0x7491    0x7492    0x748e    0x748e    0x748d    0x748a    0x6477    0x6477    
0x178   0x647c    0x647b    0x647b    0x647c    0x647c    0x647d    0x647d    0x647d    0x647e    0x647f    0x647e    0x647f    0x7481    0x7483    0x7483    0x7483    0x7488    0x7497    0x7488    0x7490    0x7492    0x7493    0x748f    0x748f    0x748e    0x748c    0x6478    0x6478    
0x179   0x647d    0x647c    0x647c    0x647d    0x647d    0x647e    0x647e    0x647e    0x647f    0x7480    0x647f    0x7480    0x7482    0x7484    0x7484    0x7484    0x7489    0x7498    0x748a    0x7491    0x7493    0x7494    0x7491    0x7490    0x7490    0x748d    0x6479    0x6479    
0x17a   0x647e    0x647d    0x647d    0x647e    0x647e    0x647f    0x647f    0x647f    0x7480    0x7481    0x7480    0x7481    0x7483    0x7486    0x7485    0x7485    0x748a    0x7499    0x748b    0x7493    0x7495    0x7495    0x7492    0x7492    0x7491    0x748e    0x647a    0x647a    
0x17b   0x647f    0x647e    0x647e    0x647f    0x647f    0x7480    0x7480    0x7480    0x7481    0x7482    0x7481    0x7482    0x7484    0x7487    0x7486    0x7486    0x748b    0x749b    0x748c    0x7494    0x7496    0x7497    0x7493    0x7493    0x7492    0x748f    0x647b    0x647b    
0x17c   0x7480    0x647f    0x647f    0x7480    0x7480    0x7481    0x7481    0x7481    0x7482    0x7483    0x7482    0x7483    0x7485    0x7488    0x7487    0x7487    0x748c    0x749c    0x748d    0x7495    0x7497    0x7498    0x7494    0x7494    0x7493    0x7490    0x647c    0x647c    
0x17d   0x7481    0x7480    0x7480    0x7481    0x7481    0x7482    0x7482    0x7482    0x7483    0x7484    0x7483    0x7484    0x7486    0x7489    0x7488    0x7488    0x748d    0x749d    0x748e    0x7496    0x7498    0x7499    0x7495    0x7495    0x7494    0x7491    0x647d    0x647d    
0x17e   0x7482    0x7481    0x7481    0x7482    0x7482    0x7483    0x7483    0x7483    0x7484    0x7485    0x7484    0x7485    0x7487    0x748a    0x7489    0x748a    0x748f    0x749e    0x748f    0x7497    0x7499    0x749a    0x7497    0x7496    0x7496    0x7493    0x647e    0x647e    
0x17f   0x7483    0x7482    0x7482    0x7483    0x7484    0x7484    0x7484    0x7484    0x7485    0x7486    0x7486    0x7486    0x7488    0x748b    0x748a    0x748b    0x7490    0x74a0    0x7490    0x7499    0x749b    0x749b    0x7498    0x7497    0x7497    0x7494    0x647f    0x647f    
0x180   0x7484    0x7483    0x7483    0x7484    0x7485    0x7485    0x7485    0x7485    0x7486    0x7487    0x7487    0x7487    0x7489    0x748c    0x748b    0x748c    0x7491    0x74a1    0x7492    0x749a    0x749c    0x749d    0x7499    0x7499    0x7498    0x7495    0x7480    0x7480    
0x181   0x7485    0x7484    0x7484    0x7485    0x7486    0x7486    0x7486    0x7486    0x7487    0x7488    0x7488    0x7488    0x748a    0x748d    0x748d    0x748d    0x7492    0x74a2    0x7493    0x749b    0x749d    0x749e    0x749a    0x749a    0x7499    0x7496    0x7481    0x7481    
0x182   0x7486    0x7485    0x7486    0x7486    0x7487    0x7487    0x7487    0x7487    0x7488    0x7489    0x7489    0x748a    0x748c    0x748e    0x748e    0x748e    0x7493    0x74a3    0x7494    0x749c    0x749e    0x749f    0x749b    0x749b    0x749a    0x7497    0x7482    0x7482    
0x183   0x7487    0x7486    0x7487    0x7487    0x7488    0x7488    0x7488    0x7488    0x7489    0x748a    0x748a    0x748b    0x748d    0x748f    0x748f    0x748f    0x7494    0x74a5    0x7495    0x749d    0x749f    0x74a0    0x749d    0x749c    0x749c    0x7498    0x7483    0x7483    
0x184   0x7488    0x7487    0x7488    0x7488    0x7489    0x7489    0x7489    0x7489    0x748a    0x748b    0x748b    0x748c    0x748e    0x7491    0x7490    0x7490    0x7495    0x74a6    0x7496    0x749f    0x74a1    0x74a2    0x749e    0x749d    0x749d    0x749a    0x7484    0x7484    
0x185   0x7489    0x7488    0x7489    0x7489    0x748a    0x748a    0x748a    0x748a    0x748b    0x748c    0x748c    0x748d    0x748f    0x7492    0x7491    0x7491    0x7497    0x74a7    0x7497    0x74a0    0x74a2    0x74a3    0x749f    0x749f    0x749e    0x749b    0x7485    0x7485    
0x186   0x748a    0x7489    0x748a    0x748a    0x748b    0x748b    0x748b    0x748c    0x748c    0x748d    0x748d    0x748e    0x7490    0x7493    0x7492    0x7492    0x7498    0x74a8    0x7498    0x74a1    0x74a3    0x74a4    0x74a0    0x74a0    0x749f    0x749c    0x7486    0x7486    
0x187   0x748b    0x748a    0x748b    0x748b    0x748c    0x748c    0x748c    0x748d    0x748d    0x748e    0x748e    0x748f    0x7491    0x7494    0x7493    0x7493    0x7499    0x74aa    0x749a    0x74a2    0x74a4    0x74a5    0x74a1    0x74a1    0x74a0    0x749d    0x7487    0x7487    
0x188   0x748c    0x748c    0x748c    0x748c    0x748d    0x748d    0x748d    0x748e    0x748f    0x748f    0x748f    0x7490    0x7492    0x7495    0x7494    0x7495    0x749a    0x74ab    0x749b    0x74a3    0x74a6    0x74a7    0x74a3    0x74a2    0x74a1    0x749e    0x7488    0x7488    
0x189   0x748d    0x748d    0x748d    0x748d    0x748e    0x748e    0x748e    0x748f    0x7490    0x7491    0x7490    0x7491    0x7493    0x7496    0x7495    0x7496    0x749b    0x74ac    0x749c    0x74a5    0x74a7    0x74a8    0x74a4    0x74a3    0x74a3    0x749f    0x7489    0x7489    
0x18a   0x748e    0x748e    0x748e    0x748e    0x748f    0x7490    0x748f    0x7490    0x7491    0x7492    0x7491    0x7492    0x7494    0x7497    0x7496    0x7497    0x749c    0x74ad    0x749d    0x74a6    0x74a8    0x74a9    0x74a5    0x74a5    0x74a4    0x74a1    0x748a    0x748a    
0x18b   0x748f    0x748f    0x748f    0x748f    0x7490    0x7491    0x7490    0x7491    0x7492    0x7493    0x7492    0x7493    0x7495    0x7498    0x7497    0x7498    0x749d    0x74af    0x749e    0x74a7    0x74a9    0x74aa    0x74a6    0x74a6    0x74a5    0x74a2    0x748b    0x748b    
0x18c   0x7490    0x7490    0x7490    0x7490    0x7491    0x7492    0x7491    0x7492    0x7493    0x7494    0x7493    0x7494    0x7496    0x7499    0x7499    0x7499    0x749e    0x74b0    0x749f    0x74a8    0x74aa    0x74ab    0x74a7    0x74a7    0x74a6    0x74a3    0x748c    0x748c    
0x18d   0x7491    0x7491    0x7491    0x7491    0x7492    0x7493    0x7492    0x7493    0x7494    0x7495    0x7494    0x7495    0x7497    0x749a    0x749a    0x749a    0x74a0    0x74b1    0x74a0    0x74a9    0x74ac    0x74ad    0x74a9    0x74a8    0x74a7    0x74a4    0x748d    0x748d    
0x18e   0x7492    0x7492    0x7492    0x7492    0x7493    0x7494    0x7494    0x7494    0x7495    0x7496    0x7495    0x7496    0x7498    0x749b    0x749b    0x749b    0x74a1    0x74b3    0x74a2    0x74ab    0x74ad    0x74ae    0x74aa    0x74a9    0x74a9    0x74a5    0x748e    0x748e    
0x18f   0x7493    0x7493    0x7493    0x7494    0x7494    0x7495    0x7495    0x7495    0x7496    0x7497    0x7496    0x7497    0x749a    0x749d    0x749c    0x749c    0x74a2    0x74b4    0x74a3    0x74ac    0x74ae    0x74af    0x74ab    0x74ab    0x74aa    0x74a6    0x748f    0x748f    
0x190   0x7494    0x7494    0x7494    0x7495    0x7495    0x7496    0x7496    0x7496    0x7497    0x7498    0x7497    0x7498    0x749b    0x749e    0x749d    0x749d    0x74a3    0x74b5    0x74a4    0x74ad    0x74af    0x74b0    0x74ac    0x74ac    0x74ab    0x74a8    0x7490    0x7490    
0x191   0x7496    0x7495    0x7495    0x7496    0x7496    0x7497    0x7497    0x7497    0x7498    0x7499    0x7498    0x7499    0x749c    0x749f    0x749e    0x749e    0x74a4    0x74b6    0x74a5    0x74ae    0x74b1    0x74b2    0x74ad    0x74ad    0x74ac    0x74a9    0x7491    0x7491    
0x192   0x7497    0x7496    0x7496    0x7497    0x7497    0x7498    0x7498    0x7498    0x7499    0x749a    0x749a    0x749b    0x749d    0x74a0    0x749f    0x749f    0x74a5    0x74b8    0x74a6    0x74af    0x74b2    0x74b3    0x74af    0x74ae    0x74ad    0x74aa    0x7492    0x7492    
0x193   0x7498    0x7497    0x7497    0x7498    0x7498    0x7499    0x7499    0x7499    0x749a    0x749b    0x749b    0x749c    0x749e    0x74a1    0x74a0    0x74a1    0x74a6    0x74b9    0x74a7    0x74b1    0x74b3    0x74b4    0x74b0    0x74af    0x74af    0x74ab    0x7493    0x7493    
0x194   0x7499    0x7498    0x7498    0x7499    0x7499    0x749a    0x749a    0x749a    0x749b    0x749c    0x749c    0x749d    0x749f    0x74a2    0x74a1    0x74a2    0x74a8    0x74ba    0x74a8    0x74b2    0x74b4    0x74b5    0x74b1    0x74b1    0x74b0    0x74ac    0x7494    0x7494    
0x195   0x749a    0x7499    0x7499    0x749a    0x749a    0x749b    0x749b    0x749b    0x749c    0x749d    0x749d    0x749e    0x74a0    0x74a3    0x74a2    0x74a3    0x74a9    0x74bb    0x74aa    0x74b3    0x74b5    0x74b6    0x74b2    0x74b2    0x74b1    0x74ad    0x7495    0x7495    
0x196   0x749b    0x749a    0x749a    0x749b    0x749b    0x749c    0x749c    0x749c    0x749d    0x749e    0x749e    0x749f    0x74a1    0x74a4    0x74a3    0x74a4    0x74aa    0x74bd    0x74ab    0x74b4    0x74b7    0x74b8    0x74b3    0x74b3    0x74b2    0x74af    0x7496    0x7496    
0x197   0x749c    0x749b    0x749b    0x749c    0x749c    0x749d    0x749d    0x749d    0x749e    0x749f    0x749f    0x74a0    0x74a2    0x74a5    0x74a5    0x74a5    0x74ab    0x74be    0x74ac    0x74b6    0x74b8    0x74b9    0x74b5    0x74b4    0x74b3    0x74b0    0x7497    0x7497    
0x198   0x749d    0x749c    0x749c    0x749d    0x749e    0x749e    0x749e    0x749e    0x749f    0x74a0    0x74a0    0x74a1    0x74a3    0x74a6    0x74a6    0x74a6    0x74ac    0x74bf    0x74ad    0x74b7    0x74b9    0x74ba    0x74b6    0x74b5    0x74b5    0x74b1    0x7498    0x7498    
0x199   0x749e    0x749d    0x749d    0x749e    0x749f    0x749f    0x749f    0x749f    0x74a0    0x74a1    0x74a1    0x74a2    0x74a4    0x74a8    0x74a7    0x74a7    0x74ad    0x74c0    0x74ae    0x74b8    0x74ba    0x74bb    0x74b7    0x74b7    0x74b6    0x74b2    0x7499    0x7499    
0x19a   0x749f    0x749e    0x749e    0x749f    0x74a0    0x74a0    0x74a0    0x74a0    0x74a1    0x74a3    0x74a2    0x74a3    0x74a5    0x74a9    0x74a8    0x74a8    0x74ae    0x74c2    0x74af    0x74b9    0x74bc    0x74bd    0x74b8    0x74b8    0x74b7    0x74b3    0x749a    0x749a    
0x19b   0x74a0    0x749f    0x749f    0x74a0    0x74a1    0x74a1    0x74a1    0x74a1    0x74a3    0x74a4    0x74a3    0x74a4    0x74a6    0x74aa    0x74a9    0x74a9    0x74b0    0x74c3    0x74b0    0x74ba    0x74bd    0x74be    0x74b9    0x74b9    0x74b8    0x74b4    0x749b    0x749b    
0x19c   0x74a1    0x74a0    0x74a0    0x74a1    0x74a2    0x74a2    0x74a2    0x74a2    0x74a4    0x74a5    0x74a4    0x74a5    0x74a8    0x74ab    0x74aa    0x74aa    0x74b1    0x74c4    0x74b2    0x74bc    0x74be    0x74bf    0x74bb    0x74ba    0x74b9    0x74b6    0x749c    0x749c    
0x19d   0x74a2    0x74a1    0x74a1    0x74a2    0x74a3    0x74a3    0x74a3    0x74a4    0x74a5    0x74a6    0x74a5    0x74a6    0x74a9    0x74ac    0x74ab    0x74ac    0x74b2    0x74c5    0x74b3    0x74bd    0x74bf    0x74c0    0x74bc    0x74bb    0x74ba    0x74b7    0x749d    0x749d    
0x19e   0x74a3    0x74a2    0x74a2    0x74a3    0x74a4    0x74a4    0x74a4    0x74a5    0x74a6    0x74a7    0x74a6    0x74a7    0x74aa    0x74ad    0x74ac    0x74ad    0x74b3    0x74c7    0x74b4    0x74be    0x74c0    0x74c2    0x74bd    0x74bd    0x74bc    0x74b8    0x749e    0x749e    
0x19f   0x74a4    0x74a3    0x74a3    0x74a4    0x74a5    0x74a5    0x74a5    0x74a6    0x74a7    0x74a8    0x74a7    0x74a8    0x74ab    0x74ae    0x74ad    0x74ae    0x74b4    0x74c8    0x74b5    0x74bf    0x74c2    0x74c3    0x74be    0x74be    0x74bd    0x74b9    0x749f    0x749f    
0x1a0   0x74a5    0x74a4    0x74a4    0x74a5    0x74a6    0x74a6    0x74a6    0x74a7    0x74a8    0x74a9    0x74a8    0x74a9    0x74ac    0x74af    0x74ae    0x74af    0x74b5    0x74c9    0x74b6    0x74c0    0x74c3    0x74c4    0x74bf    0x74bf    0x74be    0x74ba    0x74a0    0x74a0    
0x1a1   0x74a6    0x74a5    0x74a5    0x74a6    0x74a7    0x74a8    0x74a7    0x74a8    0x74a9    0x74aa    0x74a9    0x74aa    0x74ad    0x74b0    0x74b0    0x74b0    0x74b6    0x74ca    0x74b7    0x74c2    0x74c4    0x74c5    0x74c1    0x74c0    0x74bf    0x74bb    0x74a1    0x74a1    
0x1a2   0x74a7    0x74a6    0x74a6    0x74a7    0x74a8    0x74a9    0x74a8    0x74a9    0x74aa    0x74ab    0x74aa    0x74ab    0x74ae    0x74b1    0x74b1    0x74b1    0x74b7    0x74cc    0x74b8    0x74c3    0x74c5    0x74c6    0x74c2    0x74c1    0x74c0    0x74bd    0x74a2    0x74a2    
0x1a3   0x74a8    0x74a7    0x74a8    0x74a8    0x74a9    0x74aa    0x74a9    0x74aa    0x74ab    0x74ac    0x74ab    0x74ad    0x74af    0x74b3    0x74b2    0x74b2    0x74b9    0x74cd    0x74ba    0x74c4    0x74c7    0x74c8    0x74c3    0x74c3    0x74c2    0x74be    0x74a3    0x74a3    
0x1a4   0x74a9    0x74a8    0x74a9    0x74a9    0x74aa    0x74ab    0x74aa    0x74ab    0x74ac    0x74ad    0x74ad    0x74ae    0x74b0    0x74b4    0x74b3    0x74b3    0x74ba    0x74ce    0x74bb    0x74c5    0x74c8    0x74c9    0x74c4    0x74c4    0x74c3    0x74bf    0x74a4    0x74a4    
0x1a5   0x74aa    0x74a9    0x74aa    0x74aa    0x74ab    0x74ac    0x74ab    0x74ac    0x74ad    0x74ae    0x74ae    0x74af    0x74b1    0x74b5    0x74b4    0x74b4    0x74bb    0x74d0    0x74bc    0x74c6    0x74c9    0x74ca    0x74c5    0x74c5    0x74c4    0x74c0    0x74a5    0x74a5    
0x1a6   0x74ab    0x74aa    0x74ab    0x74ab    0x74ac    0x74ad    0x74ad    0x74ad    0x74ae    0x74af    0x74af    0x74b0    0x74b2    0x74b6    0x74b5    0x74b5    0x74bc    0x74d1    0x74bd    0x74c8    0x74ca    0x74cb    0x74c7    0x74c6    0x74c5    0x74c1    0x74a6    0x74a6    
0x1a7   0x74ac    0x74ab    0x74ac    0x74ac    0x74ad    0x74ae    0x74ae    0x74ae    0x74af    0x74b0    0x74b0    0x74b1    0x74b3    0x74b7    0x74b6    0x74b6    0x74bd    0x74d2    0x74be    0x74c9    0x74cb    0x74cd    0x74c8    0x74c7    0x74c6    0x74c2    0x74a7    0x74a7    
0x1a8   0x74ad    0x74ac    0x74ad    0x74ad    0x74ae    0x74af    0x74af    0x74af    0x74b0    0x74b1    0x74b1    0x74b2    0x74b4    0x74b8    0x74b7    0x74b8    0x74be    0x74d3    0x74bf    0x74ca    0x74cd    0x74ce    0x74c9    0x74c9    0x74c8    0x74c4    0x74a8    0x74a8    
0x1a9   0x74ae    0x74ad    0x74ae    0x74ae    0x74af    0x74b0    0x74b0    0x74b0    0x74b1    0x74b2    0x74b2    0x74b3    0x74b6    0x74b9    0x74b8    0x74b9    0x74bf    0x74d5    0x74c0    0x74cb    0x74ce    0x74cf    0x74ca    0x74ca    0x74c9    0x74c5    0x74a9    0x74a9    
0x1aa   0x74af    0x74af    0x74af    0x74af    0x74b0    0x74b1    0x74b1    0x74b1    0x74b2    0x74b3    0x74b3    0x74b4    0x74b7    0x74ba    0x74b9    0x74ba    0x74c1    0x74d6    0x74c2    0x74cc    0x74cf    0x74d0    0x74cb    0x74cb    0x74ca    0x74c6    0x74aa    0x74aa    
0x1ab   0x74b0    0x74b0    0x74b0    0x74b1    0x74b1    0x74b2    0x74b2    0x74b2    0x74b3    0x74b5    0x74b4    0x74b5    0x74b8    0x74bb    0x74ba    0x74bb    0x74c2    0x74d7    0x74c3    0x74ce    0x74d0    0x74d1    0x74cd    0x74cc    0x74cb    0x74c7    0x74ab    0x74ab    
0x1ac   0x74b1    0x74b1    0x74b1    0x74b2    0x74b2    0x74b3    0x74b3    0x74b3    0x74b4    0x74b6    0x74b5    0x74b6    0x74b9    0x74bc    0x74bc    0x74bc    0x74c3    0x74d8    0x74c4    0x74cf    0x74d2    0x74d3    0x74ce    0x74cd    0x74cc    0x74c8    0x74ac    0x74ac    
0x1ad   0x74b2    0x74b2    0x74b2    0x74b3    0x74b3    0x74b4    0x74b4    0x74b4    0x74b5    0x74b7    0x74b6    0x74b7    0x74ba    0x74be    0x74bd    0x74bd    0x74c4    0x74da    0x74c5    0x74d0    0x74d3    0x74d4    0x74cf    0x74cf    0x74ce    0x74c9    0x74ad    0x74ad    
0x1ae   0x74b4    0x74b3    0x74b3    0x74b4    0x74b4    0x74b5    0x74b5    0x74b5    0x74b6    0x74b8    0x74b7    0x74b8    0x74bb    0x74bf    0x74be    0x74be    0x74c5    0x74db    0x74c6    0x74d1    0x74d4    0x74d5    0x74d0    0x74d0    0x74cf    0x74cb    0x74ae    0x74ae    
